age,income,hours_studied,previous_score,sleep_hours,pass_exam
34,53660,9,99,7.644905308279082,1
22,95758,6,52,8.308454518936726,1
46,80504,9,54,5.370357946710955,1
21,79720,7,57,8.035354519333515,1
27,54701,6,90,4.9762030147824605,1
34,103300,4,72,5.7267097612244395,1
27,37674,0,45,5.678052271349213,0
34,103560,4,98,8.892627341945703,1
37,43874,9,66,8.282686118739633,1
41,63642,1,62,7.505849307951299,0
22,117820,4,98,7.6352838080769505,1
51,85160,4,66,6.810363972012855,1
23,37602,1,73,8.735453335542594,0
19,108801,4,95,6.481293764411808,1
30,45931,3,85,5.902588549349472,0
28,114377,0,77,4.815176684657955,0
40,49192,2,53,7.93102826130529,0
33,66542,0,75,7.672219660377957,0
48,62520,4,92,5.921775192620674,1
28,84772,3,47,4.125967069796147,0
33,78762,6,74,8.194986638590054,1
25,70106,4,58,4.0570899172703685,0
21,101121,9,69,7.518498898145255,1
57,45559,3,53,8.851285548630285,0
21,53742,1,98,6.188306640741017,0
42,89669,3,59,5.174867024979764,0
20,100199,1,88,7.524355050216909,0
49,41754,7,64,8.085640710077925,1
20,23972,2,79,6.732151580389237,0
44,90831,8,63,8.835176376280732,1
46,61873,3,53,4.258343608289805,0
49,114661,5,65,6.52397799152264,1
36,29903,9,77,7.59226973661275,1
38,23020,4,62,8.313202355745894,0
22,61755,9,61,4.89627805953895,1
35,105956,0,87,8.000017408818408,0
45,106988,8,96,6.763535378592726,1
59,65648,0,58,5.982768409949816,0
39,29516,7,85,4.658575142895468,1
38,22396,8,90,8.326478794544563,1
23,104082,8,42,4.786366040898577,1
18,39129,0,81,5.548939296045496,0
22,21591,1,58,5.450227659812184,0
58,31303,0,48,8.357070170954271,0
29,50561,9,67,7.36351497104449,1
43,91719,1,59,7.9834069859568615,0
51,112108,9,84,5.252339493962495,1
31,119616,7,46,7.1243704980349944,1
43,106231,4,53,6.858729915718744,1
44,27314,6,48,8.164151883941354,1
26,39623,1,98,8.530435302406303,0
43,87675,7,99,4.060783857386934,1
39,116826,5,94,7.370099595293963,1
47,85082,7,96,4.259178995598645,1
34,103624,0,99,6.74429332538678,1
43,53130,0,58,5.438163645218391,0
53,71756,6,86,5.533882997610706,1
18,117624,7,91,5.764792517261783,1
25,46292,2,53,7.106462245248051,0
52,106206,4,95,5.670249828343846,1
32,89274,0,77,7.663495252951402,0
39,22469,6,92,6.022636927869348,1
31,73947,4,75,4.341766001549793,0
43,42534,7,79,7.918799212420536,1
45,83620,7,56,5.42879162296353,1
40,68874,8,69,6.163834397996313,1
31,69708,6,48,7.427219416109508,1
41,94553,0,72,5.66228078574356,0
19,88344,2,95,4.282928280733578,0
43,69138,7,91,5.869605235064068,1
